"retailer","location_id","identifier","street_address","city","state","zip_code","country","latitude","longitude","phone"
"ALDI 24860 Orchard Village Rd","5767236","FC03","24860 Orchard Village Rd","Santa Clarita","California","91355","US","34.381612","-118.540431","+1 855-955-2534"
"ALDI 13210 Telegraph Rd","5766975","FC10","13210 Telegraph Rd","Santa Fe Springs","California","90670","US","33.940969","-118.050812","+1 855-955-2534"
"ALDI 425 E Betteravia Rd","5768286","FB49","425 E Betteravia Rd","Santa Maria","California","93454","US","34.925453","-120.426802","+1 855-955-2534"
"ALDI 3963 Cochran St Ste A","5767785","FB63","3963 Cochran St Ste A","Simi Valley","California","93063","US","34.280205","-118.718662","+1 855-955-2534"
"ALDI 425A Cochran St","5767005","FB56","425A Cochran St","Simi Valley","California","93065","US","34.281868","-118.78927","+1 855-955-2534"
"ALDI 5830 Firestone Blvd","5766828","FB37","5830 Firestone Blvd","South Gate","California","90280","US","33.947926","-118.163878","+1 855-955-2534"
"ALDI 29655 Rancho California Rd","5767766","FB71","29655 Rancho California Rd","Temecula","California","92591","US","33.506299","-117.1425482","+1 855-955-2534"
"ALDI 32130 Temecula Pkwy Ste 100","5767575","FF66","32130 Temecula Pkwy Ste 100","Temecula","California","92592","US","33.48145","-117.097344","+1 855-955-2534"
"ALDI 179 N Moorpark Rd Ste A","5767284","FC16","179 N Moorpark Rd Ste A","Thousand Oaks","California","91360","US","34.1826","-118.8757","+1 855-955-2534"
"ALDI 24610 Crenshaw Blvd","5767386","FB29","24610 Crenshaw Blvd","Torrance","California","90509","US","33.802029","-118.328339","+1 855-955-2534"
"ALDI 4240 Redondo Beach Blvd","5768086","FC43","4240 Redondo Beach Blvd","Torrance","California","90504","US","33.875118","-118.350141","+1 855-955-2534"
"ALDI 1091 Irvine Blvd","5768442","FC38","1091 Irvine Blvd","Tustin","California","92780","US","33.74928843","-117.8090054","+1 855-955-2534"
"ALDI 349 S Mountain Ave","5767476","FC13","349 S Mountain Ave","Upland","California","91786","US","34.089861","-117.671788","+1 855-955-2534"
"ALDI 4717 Telephone Rd","5768120","FC17","4717 Telephone Rd","Ventura","California","93003","US","34.26074","-119.23451","+1 855-955-2534"
"ALDI 4320 S Mooney Blvd","5767271","FB50","4320 S Mooney Blvd","Visalia","California","93277","US","36.291032","-119.313284","+1 855-955-2534"
"ALDI 1750 University Dr","5767083","FB70","1750 University Dr","Vista","California","92083","US","33.172864","-117.215199","+1 855-955-2534"
"ALDI 21555 Valley Blvd","5767390","FB84","21555 Valley Blvd","Walnut","California","91789","US","34.027456","-117.837483","+1 855-955-2534"
"ALDI 22741 Victory Blvd","5767384","FB58","22741 Victory Blvd","West Hills","California","91307","US","34.18755342","-118.62245181","+1 855-955-2534"
"ALDI 13900 Goldenwest St","5768169","FB43","13900 Goldenwest St","Westminster","California","92683","US","33.760332","-118.006696","+1 855-955-2534"
"ALDI 15535 Whittier Blvd","5767285","FC14","15535 Whittier Blvd","Whittier","California","90603","US","33.945878","-117.995416","+1 855-955-2534"
"ALDI 34000 Yucaipa Blvd","5766798","FB24","34000 Yucaipa Blvd","Yucaipa","California","92399","US","34.034756","-117.061889","+1 855-955-2534"
"ALDI 57691 Twentynine Palms Hwy","5768406","FB35","57691 Twentynine Palms Hwy","Yucca Valley","California","92284","US","34.12547086","-116.40564925","+1 855-955-2534"
"ALDI 1151 West Main St Unit 1","5757928","L649","1151 West Main St Unit 1","Branford","Connecticut","06405","US","41.275899","-72.826762","+1 855-955-2534"
"ALDI 110 Middle St.","5757881","L605","110 Middle St.","Bristol","Connecticut","06010","US","41.66648","-72.92216","+1 855-955-2534"
"ALDI 101 Albany Tpke No. 107","5757934","L642","101 Albany Tpke No. 107","Canton","Connecticut","06019","US","41.824377","-72.884812","+1 855-955-2534"
"ALDI 63 Newtown Road","5757874","L598","63 Newtown Road","Danbury","Connecticut","06810","US","41.40514","-73.4191","+1 855-955-2534"
"ALDI 728 Hartford Pike","5757871","L592","728 Hartford Pike","Dayville","Connecticut","06241","US","41.83922","-71.87307","+1 855-955-2534"
"ALDI 72 Pershing Drive","5757873","L597","72 Pershing Drive","Derby","Connecticut","06418","US","41.32933","-73.08437","+1 855-955-2534"
"ALDI 801 Silver Lane","5757869","L590","801 Silver Lane","East Hartford","Connecticut","06118","US","41.76455","-72.60874","+1 855-955-2534"
"ALDI 25 Hazard Ave Ste 7","5757866","L587","25 Hazard Ave Ste 7","Enfield","Connecticut","06082","US","41.98989","-72.58104","+1 855-955-2534"
"ALDI 290 Tunxis Hill Road","5757943","L651","290 Tunxis Hill Road","Fairfield","Connecticut","06825","US","41.177486","-73.228433","+1 855-955-2534"
"ALDI 688 Long Hill Road","5757909","L595","688 Long Hill Road","Groton","Connecticut","06340","US","41.34976","-72.055647","+1 855-955-2534"
"ALDI 2300 Dixwell Avenue","5757906","L617","2300 Dixwell Avenue","Hamden","Connecticut","06514","US","41.373003","-72.919283","+1 855-955-2534"
"ALDI 175 River Road","5757867","L588","175 River Road","Lisbon","Connecticut","06351","US","41.58567319","-71.99434162","+1 855-955-2534"
"ALDI 495 Chamberlain Highway","5757918","L654","495 Chamberlain Highway","Meriden","Connecticut","06451","US","41.55199","-72.81139","+1 855-955-2534"
"ALDI 671 Washington Street","5757858","L577","671 Washington Street","Middletown","Connecticut","06457","US","41.5535255","-72.6763409","+1 855-955-2534"
"ALDI 238 Boston Post Road","5757886","L610","238 Boston Post Road","Milford","Connecticut","06460","US","41.22166","-73.07436","+1 855-955-2534"
"ALDI 201 Monroe Turnpike","5757914","FN70","201 Monroe Turnpike","Monroe","Connecticut","06468","US","41.298874","-73.226752","+1 855-955-2534"
"ALDI 693 Farmington Avenue","5757888","L613","693 Farmington Avenue","New Britain","Connecticut","06053","US","41.69671","-72.7911","+1 855-955-2534"
"ALDI 480 Foxon Boulevard","5757882","L604","480 Foxon Boulevard","New Haven","Connecticut","06513","US","41.32048","-72.87002","+1 855-955-2534"
"ALDI 125 Danbury Road","5757877","L601","125 Danbury Road","New Milford","Connecticut","06776","US","41.55651","-73.41719","+1 855-955-2534"
"ALDI 2640 Berlin Turnpike","5757880","L608","2640 Berlin Turnpike","Newington","Connecticut","06111","US","41.679","-72.71258","+1 855-955-2534"
"ALDI 332 Boston Post Road","5757870","L591","332 Boston Post Road","North Windham","Connecticut","06256","US","41.73899","-72.17921","+1 855-955-2534"
"ALDI 282 New Britain Avenue","5757931","FN61","282 New Britain Avenue","Plainville","Connecticut","06062","US","41.67306","-72.838957","+1 855-955-2534"
"ALDI 1863 Silas Deane Highway","5757894","L619","1863 Silas Deane Highway","Rocky Hill","Connecticut","06067","US","41.67679","-72.65139","+1 855-955-2534"
"ALDI 200 Gateway Drive","5757932","L644","200 Gateway Drive","South Windsor","Connecticut","06074","US","41.81391","-72.55282","+1 855-955-2534"
"ALDI 811 Queen Street","5757907","L596","811 Queen Street","Southington","Connecticut","06489","US","41.638626","-72.872432","+1 855-955-2534"
"ALDI 320 East Elm St.","5757876","L602","320 East Elm St.","Torrington","Connecticut","06790","US","41.80754","-73.11441","+1 855-955-2534"
"ALDI 360 Talcottville Rd.","5757865","L586","360 Talcottville Rd.","Vernon","Connecticut","06066","US","41.84264","-72.48838","+1 855-955-2534"
"ALDI 1248 S. Broad St","5757878","L603","1248 S. Broad St","Wallingford","Connecticut","06492","US","41.50601","-72.80993","+1 855-955-2534"
"ALDI 464 Reidville Drive","5757879","L607","464 Reidville Drive","Waterbury","Connecticut","06705","US","41.53942","-72.99735","+1 855-955-2534"
"ALDI 62 Chase Ave","5757887","L611","62 Chase Ave","Waterbury","Connecticut","06704","US","41.5796","-73.03069","+1 855-955-2534"
"ALDI 122 Boston Post Rd No. 124","5757908","L594","122 Boston Post Rd No. 124","Waterford","Connecticut","06385","US","41.34208","-72.1257","+1 855-955-2534"
"ALDI 511 New Park Avenue","5757889","L612","511 New Park Avenue","West Hartford","Connecticut","06110","US","41.73926","-72.71928","+1 855-955-2534"
"ALDI 535 Saw Mill Rd","5757883","L606","535 Saw Mill Rd","West Haven","Connecticut","06516","US","41.26848","-72.97852","+1 855-955-2534"
"ALDI 5300 South Dakota Ave NE Suite C01","5767536","FF14","5300 South Dakota Avenue Northeast","Washington","DC","20011","US","38.9545357","-76.9997256","+1 855-955-2534"
"ALDI 323 West Main Street","5767646","F459","323 West Main Street","Christiana","DE","19702","US","39.66968","-75.66547","+1 855-955-2534"
"ALDI 2205 Farrand Dr.","5766795","F464","2205 Farrand Drive","Wilmington","DE","19808","US","39.7277","-75.6476","+1 855-955-2534"
"ALDI 4130 Concord Pike.","5767461","FL64","4130 Concord Pike","Wilmington","DE","19803","US","39.8113147","-75.5514494","+1 855-955-2534"
"ALDI 390 Walmart Drive","5766213","L404","390 Walmart Drive","Camden","Delaware","19934","US","39.099052","-75.545975","+1 855-955-2534"
"ALDI 10 N Dupont Hwy","5767516","L406","10 N Dupont Hwy","Dover","Delaware","19901","US","39.1638501","-75.5179462","+1 855-955-2534"
"ALDI 1002 Bunker Hill Rd","5766223","L414","1002 Bunker Hill Rd","Middletown","Delaware","19709","US","39.449436","-75.730018","+1 855-955-2534"
"ALDI 696 N Dupont Blvd","5767676","L432","696 N Dupont Blvd","Milford","Delaware","19963","US","38.91847232","-75.43819467","+1 855-955-2534"
"ALDI 26684 Centerview Drive","5767878","FE24","26684 Centerview Drive","Millsboro","Delaware","19966","US","38.57257","-75.2877","+1 855-955-2534"
"ALDI 19563 Coastal Hwy Ste 1","5768219","L428","19563 Coastal Hwy Ste 1","Rehoboth Beach","Delaware","19971","US","38.72","-75.12","+1 855-955-2534"
"ALDI 1382 S Dupont Blvd","5767688","L407","1382 S Dupont Blvd","Smyrna","Delaware","19977","US","39.2833401","-75.5981117","+1 855-955-2534"
"ALDI 801 H ST NE","5768232","FJ13","801 H ST NE","Washington","District of Columbia","20002","US","38.90014","-76.994584","+1 855-955-2534"
"ALDI 901 17th Street, N.E.","5767942","L333","901 17th Street, N.E.","Washington","District of Columbia","20002","US","38.9015","-76.97898","+1 855-955-2534"
"ALDI 8855 Boynton Beach Blvd Suite 310","5768218","FO04","8855 Boynton Beach Blvd","Boynton Beach","FL","33472","US","26.52900703","-80.18601975","+1 855-955-2534"
"ALDI 4525 53rd Avenue East","5767470","FS52","4525 53rd Avenue East","Bradenton","FL","34203","US","27.446756","-82.503956","+1 855-955-2534"
"ALDI 3510 Del Prado Boulevard North","5920127","FF52","3510 Del Prado Boulevard North","Cape Coral","FL","33909","US","26.71268251","-81.93693271","+1 855-955-2534"
"ALDI 2100 Collins Blvd Ste 132","5873411","FP55","2100 Collins Blvd Ste 132","Covington","FL","70433","US","30.49882","-90.10824","+1 855-955-2534"
"ALDI 1106 Beville Road","5767695","FS57","1106 Beville Road","Daytona Beach","FL","32114","US","29.17541","-81.03038","+1 855-955-2534"
"ALDI 2301 West Sample Road","5873394","FF56","2301 West Sample Road","Deerfield Beach","FL","33073","US","26.27573502","-80.15511577","+1 855-955-2534"
"ALDI 1030 US Hwy 331 S, Suite G","5873409","FP47","1030 U.S. 331","DeFuniak Springs","FL","32435","US","30.70761213","-86.12450861","+1 855-955-2534"
"ALDI 1955 N State Road 19","6311944","FI17","1955 N State Road 19","Eustis","FL","32726","US","28.8742268","-81.6855956","+1 855-955-2534"
"ALDI 14600 Palm Beach Boulevard","5920131","FS74","14600 Palm Beach Boulevard","Fort Myers","FL","33905","US","26.7115706","-81.7190566","+1 855-955-2534"
"ALDI 8867 SE Bridge Rd","6264298","FO01","8867 Southeast Bridge Road","Hobe Sound","FL","33455","US","27.0619012","-80.1349506","+1 855-955-2534"
"ALDI 2220 County Rd 210 W, Suite 200","5920134","FT29","2220 County Road 210","Jacksonville","FL","32259","US","30.0614084","-81.5136863","+1 855-955-2534"
"ALDI 777 N Market St","6031143","FT17","777 North Market Street","Jacksonville","FL","32202","US","30.3308345","-81.6516535","+1 855-955-2534"
"ALDI 7214 University Parkway","5768311","FS53","7214 University Parkway","Lakewood Ranch","FL","34240","US","27.3857679","-82.3969728","+1 855-955-2534"
"ALDI 1400 N Wickham Rd","5767692","FK49","1400 North Wickham Road","Melbourne","FL","32935","US","28.1302014","-80.6730518","+1 855-955-2534"
"ALDI 6460 N. Wickham Road","5767674","FO08","6460 North Wickham Road","Melbourne","FL","32940","US","28.2173979","-80.6758287","+1 855-955-2534"
"ALDI 5428 Dogwood Drive","5873418","FP46","5428 Dogwood Drive","Milton","FL","32570","US","30.63276","-87.05536","+1 855-955-2534"
"ALDI 1209 Atlantic Boulevard","5875949","FT27","1209 Atlantic Boulevard","Neptune Beach","FL","32266","US","30.32322249","-81.40965127","+1 855-955-2534"
"ALDI 2335 State Road 44","6252066","FI35","2335 State Road 44","New Smyrna Beach","FL","32168","US","29.0141781","-80.9632198","+1 855-955-2534"
"ALDI 5095 State Road 100 East","6252071","FI32","5095 State Road 100 East","Palm Coast","FL","32164","US","29.47477524","-81.21958939","+1 855-955-2534"
"ALDI 50 S Blue Angel Pkwy","5873415","FP44","50 South Blue Angel Parkway","Pensacola","FL","32506","US","30.40187616","-87.34040176","+1 855-955-2534"
"ALDI 7135 North 9th Avenue","5875948","FP34","7135 North 9th Avenue","Pensacola","FL","32504","US","30.4980894","-87.1893254","+1 855-955-2534"
"ALDI 2057 S Byron Butler Pkwy, Suite 1","5873417","FP42","2057 South Byron Butler Parkway","Perry","FL","32348","US","30.09723","-83.58406","+1 855-955-2534"
"ALDI 628 Barnes Blvd","5767667","FK48","628 Barnes Boulevard","Rockledge","FL","32955","US","28.29683689","-80.72358584","+1 855-955-2534"
"ALDI 995 Sebastian Blvd Ste B","6031144","FO02","995 Sebastian Boulevard","Sebastian","FL","32958","US","27.77929655","-80.4954311","+1 855-955-2534"
"ALDI 11611 E Martin Luther King Jr Blvd","5767893","L766","11611 E Martin Luther King Jr Blvd","Seffner","FL","33584","US","27.98078011","-82.30358078","+1 855-955-2534"
"ALDI 4221 Mariner Blvd","6340825","FI30","4221 Mariner Boulevard","Spring Hill","FL","34609","US","28.4932809","-82.5422322","+1 855-955-2534"
"ALDI 11100 4Th Street North","6031142","FT01","11100 4th Street North","St. Petersburg","FL","33716","US","27.8731227","-82.6401469","+1 855-955-2534"
"ALDI 15692 N. Dale Mabry","5766179","FN46","15692 N. Dale Mabry","Tampa","FL","33618","US","28.09515538","-82.50401666","+1 855-955-2534"
"ALDI 8438 N Armenia Ave","5920132","FI13","8438 North Armenia Avenue","Tampa","FL","33614","US","28.0266","-82.485","+1 855-955-2534"
"ALDI 11935 Mezzo Dr","6162454","FS80","11935 Mezzo Drive","Venice","FL","34293","US","27.0454953","-82.31367663","+1 855-955-2534"
"ALDI 2950 9th Street SW","5920129","FO09","2950 9th Street SW","Vero Beach","FL","32968","US","27.5883427","-80.416517","+1 855-955-2534"
"ALDI 5062 Seminole Pratt Whitney Road","5766202","FF93","5062 Seminole Pratt Whitney Road","Westlake","FL","33470","US","26.754156","-80.30627","+1 855-955-2534"
"ALDI 727 W Noble Ave","6283045","FT30","727 West Noble Avenue","Williston","FL","32696","US","29.38569655","-82.45840238","+1 855-955-2534"
"ALDI 924 State Road 436 No.1410","5767087","L659","924 State Road 436 No.1410","Altamonte Springs","Florida","32714","US","28.664054","-81.42066","+1 855-955-2534"
"ALDI 252 Harbor Village Lane","5768254","FN35","252 Harbor Village Lane","Apollo Beach","Florida","33572","US","27.75149","-82.41257","+1 855-955-2534"
"ALDI 1636 E Semoran Blvd","5767069","L658","1636 E Semoran Blvd","Apopka","Florida","32703","US","28.67227","-81.479726","+1 855-955-2534"
"ALDI 1737 East Oak Street","5766167","FN56","1737 East Oak Street","Arcadia","Florida","34266","US","27.20991","-81.83789","+1 855-955-2534"
"ALDI 2133 US Highway 92 West","5767070","L663","2133 US Highway 92 West","Auburndale","Florida","33823","US","28.056488","-81.814984","+1 855-955-2534"
"ALDI 20417 Biscayne Boulevard","5766189","FO18","20417 Biscayne Boulevard","Aventura","Florida","33180","US","25.96489","-80.14291","+1 855-955-2534"
"ALDI 802 US Highway 27S","5768128","FF38","802 US Highway 27S","Avon Park","Florida","33825","US","27.587415","-81.515346","+1 855-955-2534"
"ALDI 1046 N. Wilson Ave","5767848","L668","1046 N. Wilson Ave","Bartow","Florida","33830","US","27.904047","-81.840457","+1 855-955-2534"
"ALDI 21759 State Road 7","5766830","FA22","21759 State Road 7","Boca Raton","Florida","33428","US","26.351463","-80.204805","+1 855-955-2534"
"ALDI 4901 N Federal Highway","5768419","FA21","4901 N Federal Highway","Boca Raton","Florida","33431","US","26.39338","-80.078182","+1 855-955-2534"
"ALDI 7024 Beracasa Way","5873404","FS67","7024 Beracasa Way","Boca Raton","Florida","33433","US","26.352575","-80.155373","+1 855-955-2534"
"ALDI 8951 Bonita Beach Rd SE 350","5767974","FA19","8951 Bonita Beach Rd SE 350","Bonita Springs","Florida","34135","US","26.3282612","-81.8036474","+1 855-955-2534"
"ALDI 3452 W. Boynton Beach Blvd","5767245","FA12","3452 W. Boynton Beach Blvd","Boynton Beach","Florida","33436","US","26.526886","-80.098337","+1 855-955-2534"
"ALDI 4525 53rd Avenue East","6112153","FI34","4525 53rd Avenue East","Bradenton","Florida","34203","US","27.4468244","-82.503974","+1 855-955-2534"
"ALDI 4705 Cortez Road West","5767434","L700","4705 Cortez Road West","Bradenton","Florida","34210","US","27.461739","-82.609081","+1 855-955-2534"
"ALDI 5715 14th Street West","5766907","L708","5715 14th Street West","Bradenton","Florida","34207","US","27.439437","-82.574904","+1 855-955-2534"
"ALDI 5805 Manatee Ave W","5873395","FN45","5805 Manatee Ave W","Bradenton","Florida","34209","US","27.4947","-82.61951","+1 855-955-2534"
"ALDI 6040 Crossland Trl","5873392","FF33","6040 Crossland Trl","Bradenton","Florida","34211","US","27.432589","-82.419658","+1 855-955-2534"
"ALDI 8580 Heritage Green Way","5768449","L765","8580 Heritage Green Way","Bradenton","Florida","34212","US","27.486515","-82.457367","+1 855-955-2534"
"ALDI 1945-A W. Lumsden Rd","5767410","L697","1945-A W. Lumsden Rd","Brandon","Florida","33511","US","27.921417","-82.316792","+1 855-955-2534"
