"retailer","store_id","location_name","status","is_test_location","address","city","county","state","state_code","postal_code","country","country_code","latitude","longitude","phone","store_format","total_building_area","merchandise_level","time_zone","google_maps_url","drive_up_latitude","drive_up_longitude","drive_up_radius","capabilities","capability_names","store_url","source","retrieved_at_utc"
"Target","144","Rivergate","Open","False","2050 Gallatin Rd N","Madison","Davidson","Tennessee","TN","37115-2002","United States of America","US","36.304198","-86.694594","615-859-5260","Gen Merch","115338","1","America/Chicago","https://maps.google.com/maps?cid=14177567155067913542","36.304005","-86.69435","53","Beer | Champion | CVS pharmacy | Drive Up | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Snack Bar Pizza | Store Pickup","AT&T Cell Phone Activations | Beer Available | Champion | CVS pharmacy | Drive Up | Love Shack Fancy X Target | Shipt Delivery | Snack Bar - Pizza | Store Pickup | The Hollister Collection at Target","https://www.target.com/sl/rivergate/144","Target Redsky store_location_v1","2026-07-31T18:32:33Z"
"Target","146","White Bridge","Open","False","26 White Bridge Pike","Nashville","Davidson","Tennessee","TN","37205-1411","United States of America","US","36.130779","-86.854673","615-352-8461","Pfresh","126292","1","America/Chicago","https://maps.google.com/maps?cid=17173072673595937832","36.130693","-86.854239","64","Apple | Baby Boutique | Baby Concierge | Beer | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | KBB by Kahlana | Kendra Scott | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | Ulta","Apple Experience | AT&T Cell Phone Activations | Baby Boutique | Baby Concierge | Beer Available | Champion | CVS pharmacy | Drive Up | Fresh Grocery | KBB by Kahlana | Kendra Scott x Target | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Ulta Beauty at Target","https://www.target.com/sl/white-bridge/146","Target Redsky store_location_v1","2026-07-31T18:32:33Z"
"Target","147","Arapahoe","Open","False","6767 S Clinton St","Greenwood Village","Arapahoe","Colorado","CO","80112-3617","United States of America","US","39.593371","-104.88155","303-790-2583","Pfresh","100637","1","America/Denver","https://maps.google.com/maps?cid=828417783895502352","39.5934111","-104.8817889","65","Cafe-Pizza | Converse | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer","Accepts WIC | AT&T Cell Phone Activations | Caf̩-Pizza | Converse | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | KBB by Kahlana | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/arapahoe/147","Target Redsky store_location_v1","2026-07-31T18:32:34Z"
"Target","151","Knoxville West","Open","False","8040 Ray Mears Blvd","Knoxville","Knox","Tennessee","TN","37919-5457","United States of America","US","35.922124","-84.047781","865-693-2203","Pfresh","120085","1","America/New_York","https://maps.google.com/maps?cid=10133860935495772068","35.9218528","-84.0480167","46","Beer | Champion | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup","AT&T Cell Phone Activations | Beer Available | Champion | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Love Shack Fancy X Target | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target","https://www.target.com/sl/knoxville-west/151","Target Redsky store_location_v1","2026-07-31T18:32:35Z"
"Target","152","Racine","Open","False","5300 Durand Ave","Racine","Racine","Wisconsin","WI","53406-5056","United States of America","US","42.698895","-87.843716","262-554-6998","Pfresh","101010","1","America/Chicago","https://maps.google.com/maps?cid=7587902441262907649","42.698497","-87.843435","66","Beer | Bev Bar | Champion | Drive Up | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Store Pickup","AT&T Cell Phone Activations | Beer Available | Beverage Bar | Champion | Drive Up | Love Shack Fancy X Target | Shipt Delivery | Store Pickup | The Hollister Collection at Target","https://www.target.com/sl/racine/152","Target Redsky store_location_v1","2026-07-31T18:32:36Z"
"Target","154","Colorado Springs North","Open","False","5240 N Academy Blvd","Colorado Springs","El Paso","Colorado","CO","80918-4004","United States of America","US","38.905204","-104.78007","719-594-9600","Pfresh","127949","1","America/Denver","https://maps.google.com/maps?cid=15291955040376904990","38.905272","-104.780497","64","Champion | CVS pharmacy | Drive Up | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | Ulta | Wine Beer","AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Ulta Beauty at Target | Wine & Beer Available","https://www.target.com/sl/colorado-springs-north/154","Target Redsky store_location_v1","2026-07-31T18:32:37Z"
"Target","158","Beaumont","Open","False","5850 Eastex Fwy","Beaumont","Jefferson","Texas","TX","77708-4824","United States of America","US","30.126002","-94.15271","409-898-8270","Pfresh","119900","1","America/Chicago","https://maps.google.com/maps?cid=7087842683798743726","30.126005","-94.153126","68","Champion | Converse | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | Wine Beer","AT&T Cell Phone Activations | Champion | Converse | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/beaumont/158","Target Redsky store_location_v1","2026-07-31T18:32:38Z"
"Target","162","Little Rock North","Open","False","4000 McCain Blvd","North Little Rock","Pulaski","Arkansas","AR","72116-8039","United States of America","US","34.788416","-92.228336","501-771-4220","Pfresh","106078","1","America/Chicago","https://maps.google.com/maps?cid=5304223806694593745","34.7884083","-92.228475","65","Champion | Converse | Drive Up | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Shipt Delivery | Store Pickup","AT&T Cell Phone Activations | Champion | Converse | Drive Up | KBB by Kahlana | Love Shack Fancy X Target | Shipt Delivery | Store Pickup | The Hollister Collection at Target","https://www.target.com/sl/little-rock-north/162","Target Redsky store_location_v1","2026-07-31T18:32:39Z"
"Target","164","Casper","Open","False","401 SE Wyoming Blvd","Casper","Natrona","Wyoming","WY","82609-4219","United States of America","US","42.84703","-106.264667","307-265-8214","Gen Merch","80002","1","America/Denver","https://maps.google.com/maps?cid=11300576239482160697","42.847361","-106.26421","57","Bev Bar | Champion | CVS pharmacy | Drive Up | EV Charging | Hollister | LoveShackFancy | Mobile | Starbucks | Store Pickup","AT&T Cell Phone Activations | Beverage Bar | Champion | CVS pharmacy | Drive Up | EV Charging | Love Shack Fancy X Target | Starbucks Cafe | Store Pickup | The Hollister Collection at Target","https://www.target.com/sl/casper/164","Target Redsky store_location_v1","2026-07-31T18:32:39Z"
"Target","167","Alexandria","Open","False","2206 Memorial Dr","Alexandria","Rapides Parish","Louisiana","LA","71301-3611","United States of America","US","31.280318","-92.458821","318-448-4351","Gen Merch","100597","1","America/Chicago","https://maps.google.com/maps?cid=16059094271804078843","31.2805028","-92.4586806","72","Champion | Drive Up | EV Charging | Hollister | Kendra Scott | LoveShackFancy | Mobile | ParkeXTarget | Rosie Assoulin | Snack Bar Pizza | Starbucks | Store Pickup | Wine Beer Spir","AT&T Cell Phone Activations | Champion | Drive Up | EV Charging | Kendra Scott x Target | Love Shack Fancy X Target | Parke x Target | Rosie Assoulin x Target | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/alexandria/167","Target Redsky store_location_v1","2026-07-31T18:32:40Z"
"Target","171","Billings West","Open","False","2601 Central Ave","Billings","Yellowstone","Montana","MT","59102-6652","United States of America","US","45.770816","-108.582331","406-652-5430","Pfresh","101367","1","America/Denver","https://maps.google.com/maps?cid=5517979204683488929","45.770644","-108.582588","63","Bev Bar | Champion | CVS pharmacy | Drive Up | Hollister | Kendra Scott | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | Ulta | Wine Beer","AT&T Cell Phone Activations | Beverage Bar | Champion | CVS pharmacy | Drive Up | Kendra Scott x Target | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Ulta Beauty at Target | Wine & Beer Available","https://www.target.com/sl/billings-west/171","Target Redsky store_location_v1","2026-07-31T18:32:41Z"
"Target","176","Bitters","Open","False","13700 San Pedro Ave","San Antonio","Bexar","Texas","TX","78232-4332","United States of America","US","29.565135","-98.479886","210-496-6800","Pfresh","88314","1","America/Chicago","https://maps.google.com/maps?cid=6160509773330696570","29.564871","-98.480045","58","Champion | Converse | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup | Wine Beer","AT&T Cell Phone Activations | Champion | Converse | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/bitters/176","Target Redsky store_location_v1","2026-07-31T18:32:42Z"
"Target","183","Pacoima","Open","False","9725 Laurel Canyon Blvd","Pacoima","Los Angeles","California","CA","91331-4100","United States of America","US","34.245735","-118.419269","818-896-8214","Pfresh","100718","1","America/Los_Angeles","https://maps.google.com/maps?cid=17221247784812481376","34.2458833","-118.419275","41","Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/pacoima/183","Target Redsky store_location_v1","2026-07-31T18:32:43Z"
"Target","184","Alhambra","Open","False","2120 W Main St","Alhambra","Los Angeles","California","CA","91801-1856","United States of America","US","34.090945","-118.147496","626-308-3290","Pfresh","140129","1","America/Los_Angeles","https://maps.google.com/maps?cid=36037956425411725","34.0908556","-118.1470778","60","Baby Concierge | Champion | Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | ParkeXTarget | Roblox Exp | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Baby Concierge | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Parke x Target | Roblox Experience | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/alhambra/184","Target Redsky store_location_v1","2026-07-31T18:32:44Z"
"Target","188","Orange Show","Open","False","499 W Orange Show Rd","San Bernardino","San Bernardino","California","CA","92408-2029","United States of America","US","34.078716","-117.291844","909-381-3391","Pfresh","115137","1","America/Los_Angeles","https://maps.google.com/maps?cid=7388403596933675861","34.0787472","-117.2921639","57","Champion | Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/orange-show/188","Target Redsky store_location_v1","2026-07-31T18:32:45Z"
"Target","189","Commerce","Open","False","5600 Whittier Blvd","Commerce","Los Angeles","California","CA","90022-4106","United States of America","US","34.018203","-118.1508","323-725-1121","Pfresh","97916","1","America/Los_Angeles","https://maps.google.com/maps?cid=14993852701666426512","34.018353","-118.150613","49","Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | WIC","Accepts WIC | AT&T Cell Phone Activations | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target","https://www.target.com/sl/commerce/189","Target Redsky store_location_v1","2026-07-31T18:32:45Z"
"Target","190","South Gate","Open","False","5700 Firestone Blvd","South Gate","Los Angeles","California","CA","90280-3704","United States of America","US","33.948376","-118.16749","562-806-2911","Pfresh","134328","1","America/Los_Angeles","https://maps.google.com/maps?cid=3954521675908059168","33.9483333","-118.1677833","46","Champion | Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | ParkeXTarget | Rosie Assoulin | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Parke x Target | Rosie Assoulin x Target | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/south-gate/190","Target Redsky store_location_v1","2026-07-31T18:32:47Z"
"Target","192","Garden Grove Harbor","Open","False","12100 Harbor Blvd","Garden Grove","Orange","California","CA","92840-4004","United States of America","US","33.787031","-117.913614","714-971-4826","Pfresh","122498","1","America/Los_Angeles","https://maps.google.com/maps?cid=5746037261489929886","33.7867222","-117.9138472","52","Champion | Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup | Ulta | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Ulta Beauty at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/garden-grove-harbor/192","Target Redsky store_location_v1","2026-07-31T18:32:48Z"
"Target","193","Brookhurst","Open","False","13831 Brookhurst St","Garden Grove","Orange","California","CA","92843-3120","United States of America","US","33.761503","-117.955915","714-534-2142","Pfresh","112129","1","America/Los_Angeles","https://maps.google.com/maps?cid=12404970492843021781","33.761681","-117.955692","36","Champion | Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Fresh Grocery | KBB by Kahlana | Love Shack Fancy X Target | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/brookhurst/193","Target Redsky store_location_v1","2026-07-31T18:32:48Z"
